type,province,district,sub-district,unit_number,total_ballots,valid_ballots,invalid_ballots,no_vote_ballots,remain_ballots
บช,ลำปาง,วังเหนือ,วังทรายคำ,4,400,295,14,21,70
บช,ลำปาง,วังเหนือ,วังทรายคำ,5,220,144,21,5,50
บช,ลำปาง,วังเหนือ,วังทรายคำ,6,420,256,23,11,130
บช,ลำปาง,วังเหนือ,วังทรายคำ,7,460,320,29,6,105
บช,ลำปาง,วังเหนือ,วังทรายคำ,8,260,153,18,13,76
บช,ลำปาง,วังเหนือ,วังทรายคำ,9,340,216,20,9,95
บช,ลำปาง,วังเหนือ,วังทอง,1,380,279,10,2,89
บช,ลำปาง,วังเหนือ,วังทอง,2,560,368,20,8,164
บช,ลำปาง,วังเหนือ,วังทอง,3,600,432,33,12,123
บช,ลำปาง,วังเหนือ,วังทอง,4,480,310,16,16,138
บช,ลำปาง,วังเหนือ,วังทอง,5,180,117,12,8,43
บช,ลำปาง,วังเหนือ,วังทอง,6,520,369,16,14,121
บช,ลำปาง,วังเหนือ,วังทอง,7,580,432,23,16,109
บช,ลำปาง,วังเหนือ,วังทอง,8,420,284,20,12,104
บช,ลำปาง,วังเหนือ,วังทอง,9,320,237,10,10,63
บช,ลำปาง,วังเหนือ,วังเหนือ,1,200,137,13,0,50
บช,ลำปาง,วังเหนือ,วังเหนือ,2,240,155,23,7,55
บช,ลำปาง,วังเหนือ,วังเหนือ,3,720,476,34,29,181
บช,ลำปาง,วังเหนือ,วังเหนือ,4,600,372,31,26,171
บช,ลำปาง,วังเหนือ,วังเหนือ,5,360,212,20,30,98
บช,ลำปาง,วังเหนือ,วังเหนือ,6,420,282,30,9,99
บช,ลำปาง,วังเหนือ,วังเหนือ,7,200,130,13,13,44
บช,ลำปาง,วังเหนือ,วังเหนือ,8,440,303,20,20,97
บช,ลำปาง,วังเหนือ,วังแก้ว,1,380,246,15,9,110
บช,ลำปาง,วังเหนือ,วังแก้ว,2,340,224,15,4,97
บช,ลำปาง,วังเหนือ,วังแก้ว,3,540,385,26,8,121
บช,ลำปาง,วังเหนือ,วังแก้ว,4,400,230,20,16,134
บช,ลำปาง,วังเหนือ,วังแก้ว,5,380,231,19,9,121
บช,ลำปาง,วังเหนือ,วังแก้ว,6,280,171,20,6,83
บช,ลำปาง,วังเหนือ,วังแก้ว,7,320,197,20,5,98
บช,ลำปาง,วังเหนือ,วังใต้,1,420,286,26,4,104
บช,ลำปาง,วังเหนือ,วังใต้,2,360,233,22,7,98
